 engine bench mean min max variance standard-deviation
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
(8236.0, 8236.0)
